high_school_original,high_school_standardized,state,confidence,source,nces_id,player_count,canonical_player_count,city,notes
Madill HS,Madill HS,Oklahoma,high_auto,duplicate_resolution,,2.0,2.0,,
Madill High School,Madill HS,Oklahoma,high_auto,duplicate_resolution,,1.0,2.0,,
Madison Central HS,Madison Central HS,Kentucky,high_auto,duplicate_resolution,,6.0,6.0,,
Madison Central,Madison Central HS,Kentucky,high_auto,duplicate_resolution,,4.0,6.0,,
Madison County,Madison County,Georgia,high_auto,duplicate_resolution,,9.0,9.0,,
Madison County High School,Madison County,Georgia,high_auto,duplicate_resolution,,4.0,9.0,,
Madison East,Madison East,Wis,high_auto,duplicate_resolution,,4.0,4.0,,
Madison East HS,Madison East,Wis,high_auto,duplicate_resolution,,1.0,4.0,,
Madison LaFollette HS,Madison LaFollette HS,Wis,high_auto,duplicate_resolution,,2.0,2.0,,
Madison LaFollette,Madison LaFollette HS,Wis,high_auto,duplicate_resolution,,2.0,2.0,,
Madison Memorial HS,Madison Memorial HS,Wis,high_auto,duplicate_resolution,,6.0,6.0,,
Madison Memorial,Madison Memorial HS,Wis,high_auto,duplicate_resolution,,4.0,6.0,,
Madison Prep High School,Madison Prep High School,Louisiana,high_auto,duplicate_resolution,,1.0,1.0,,
Madison Prep HS,Madison Prep High School,Louisiana,high_auto,duplicate_resolution,,1.0,1.0,,
Madison Southern,Madison Southern High School,Kentucky,high_auto,duplicate_resolution,,2.0,2.0,,
Madison Southern High School,Madison Southern High School,Kentucky,high_auto,duplicate_resolution,,2.0,2.0,,
Magna Vista,Magna Vista,Virginia,high_auto,duplicate_resolution,,4.0,4.0,,
Magna Vista HS,Magna Vista,Virginia,high_auto,duplicate_resolution,,1.0,4.0,,
Magna Vista High School,Magna Vista,Virginia,high_auto,duplicate_resolution,,1.0,4.0,,
Magnificat,Magnificat,Ohio,high_auto,duplicate_resolution,,12.0,12.0,,
Magnificat High School,Magnificat,Ohio,high_auto,duplicate_resolution,,2.0,12.0,,
Magnolia HS,Magnolia HS,Texas,high_auto,duplicate_resolution,,3.0,3.0,,
Magnolia High School,Magnolia HS,Texas,high_auto,duplicate_resolution,,1.0,3.0,,
Magnolia West HS,Magnolia West HS,Texas,high_auto,duplicate_resolution,,5.0,5.0,,
Magnolia West,Magnolia West HS,Texas,high_auto,duplicate_resolution,,5.0,5.0,,
Mahtomedi,Mahtomedi,Minn,high_auto,duplicate_resolution,,14.0,14.0,,
Mahtomedi H.S.,Mahtomedi,Minn,high_auto,duplicate_resolution,,3.0,14.0,,
Maine Cape Elizabeth HS,Maine Cape Elizabeth HS,Maine,high_auto,duplicate_resolution,,1.0,1.0,,
Maine Cape Elizabeth,Maine Cape Elizabeth HS,Maine,high_auto,duplicate_resolution,,1.0,1.0,,
Maine East,Maine East,Ill,high_auto,duplicate_resolution,,7.0,7.0,,
Maine East HS,Maine East,Ill,high_auto,duplicate_resolution,,1.0,7.0,,
Maine South HS,Maine South HS,Ill,high_auto,duplicate_resolution,,7.0,7.0,,
Maine South High School,Maine South HS,Ill,high_auto,duplicate_resolution,,4.0,7.0,,
Maine West,Maine West,Ill,high_auto,duplicate_resolution,,16.0,16.0,,
Maine West HS,Maine West,Ill,high_auto,duplicate_resolution,,1.0,16.0,,
Mainland,Mainland,Fla,high_auto,duplicate_resolution,,14.0,14.0,,
Mainland HS,Mainland,Fla,high_auto,duplicate_resolution,,7.0,14.0,,
Mainland H.S.,Mainland High School,Florida,high_auto,duplicate_resolution,,2.0,2.0,,
Mainland High School,Mainland High School,Florida,high_auto,duplicate_resolution,,2.0,2.0,,
Maize High School,Maize High School,Kan,high_auto,duplicate_resolution,,10.0,10.0,,
Maize HS,Maize High School,Kan,high_auto,duplicate_resolution,,2.0,10.0,,
Maize,Maize High School,Kan,high_auto,duplicate_resolution,,1.0,10.0,,
Male,Male,Kentucky,high_auto,duplicate_resolution,,13.0,13.0,,
Male HS,Male,Kentucky,high_auto,duplicate_resolution,,5.0,13.0,,
Male High School,Male,Kentucky,high_auto,duplicate_resolution,,1.0,13.0,,
Mallard Creek,Mallard Creek,NC.,high_auto,duplicate_resolution,,28.0,28.0,,
Mallard Creek HS,Mallard Creek,NC.,high_auto,duplicate_resolution,,8.0,28.0,,
Mallard Creek High School,Mallard Creek,NC.,high_auto,duplicate_resolution,,2.0,28.0,,
Manatee,Manatee,Fla,high_auto,duplicate_resolution,,3.0,3.0,,
Manatee HS,Manatee,Fla,high_auto,duplicate_resolution,,2.0,3.0,,
Manchester,Manchester,Virginia,high_auto,duplicate_resolution,,13.0,13.0,,
Manchester High School,Manchester,Virginia,high_auto,duplicate_resolution,,2.0,13.0,,
Manchester HS,Manchester,Virginia,high_auto,duplicate_resolution,,1.0,13.0,,
Manchester Township,Manchester Township,NJ.,high_auto,duplicate_resolution,,12.0,12.0,,
Manchester Township High School,Manchester Township,NJ.,high_auto,duplicate_resolution,,2.0,12.0,,
Manchester Valley,Manchester Valley,Maryland,high_auto,duplicate_resolution,,19.0,19.0,,
Manchester Valley High School,Manchester Valley,Maryland,high_auto,duplicate_resolution,,1.0,19.0,,
Manchester Valley HS,Manchester Valley,Maryland,high_auto,duplicate_resolution,,1.0,19.0,,
Mandan HS,Mandan HS,ND.,high_auto,duplicate_resolution,,3.0,3.0,,
Mandan,Mandan HS,ND.,high_auto,duplicate_resolution,,1.0,3.0,,
Manhattan HS,Manhattan HS,Kan,high_auto,duplicate_resolution,,13.0,13.0,,
Manhattan,Manhattan HS,Kan,high_auto,duplicate_resolution,,5.0,13.0,,
Manitowoc Lutheran HS,Manitowoc Lutheran HS,Wis,high_auto,duplicate_resolution,,3.0,3.0,,
Manitowoc Lutheran,Manitowoc Lutheran HS,Wis,high_auto,duplicate_resolution,,2.0,3.0,,
Mankato East,Mankato East,Minn,high_auto,duplicate_resolution,,6.0,6.0,,
Mankato East H.S.,Mankato East,Minn,high_auto,duplicate_resolution,,4.0,6.0,,
Mankato East HS,Mankato East,Minn,high_auto,duplicate_resolution,,2.0,6.0,,
Mankato West,Mankato West,Minn,high_auto,duplicate_resolution,,13.0,13.0,,
Mankato West HS,Mankato West,Minn,high_auto,duplicate_resolution,,6.0,13.0,,
Mansfield HS,Mansfield HS,Texas,high_auto,duplicate_resolution,,11.0,11.0,,
Mansfield H.S.,Mansfield HS,Texas,high_auto,duplicate_resolution,,3.0,11.0,,
Mansfield High School,Mansfield HS,Texas,high_auto,duplicate_resolution,,1.0,11.0,,
Mansfield Lake Ridge,Mansfield Lake Ridge,Texas,high_auto,duplicate_resolution,,5.0,5.0,,
Mansfield Lake Ridge HS,Mansfield Lake Ridge,Texas,high_auto,duplicate_resolution,,3.0,5.0,,
Mansfield Lake Ridge High School,Mansfield Lake Ridge,Texas,high_auto,duplicate_resolution,,1.0,5.0,,
Mansfield Legacy,Mansfield Legacy,Texas,high_auto,duplicate_resolution,,8.0,8.0,,
Mansfield Legacy HS,Mansfield Legacy,Texas,high_auto,duplicate_resolution,,5.0,8.0,,
Mansfield Summit HS,Mansfield Summit HS,Texas,high_auto,duplicate_resolution,,10.0,10.0,,
Mansfield Summit,Mansfield Summit HS,Texas,high_auto,duplicate_resolution,,8.0,10.0,,
Mansfield Summit High School,Mansfield Summit HS,Texas,high_auto,duplicate_resolution,,3.0,10.0,,
Mansfield Timberview HS,Mansfield Timberview HS,Texas,high_auto,duplicate_resolution,,20.0,20.0,,
Mansfield Timberview,Mansfield Timberview HS,Texas,high_auto,duplicate_resolution,,11.0,20.0,,
Manti,Manti,Utah,high_auto,duplicate_resolution,,3.0,3.0,,
Manti HS,Manti,Utah,high_auto,duplicate_resolution,,1.0,3.0,,
Manvel HS,Manvel HS,Texas,high_auto,duplicate_resolution,,11.0,11.0,,
Manvel,Manvel HS,Texas,high_auto,duplicate_resolution,,3.0,11.0,,
Maple Grove,Maple Grove,Minn,high_auto,duplicate_resolution,,20.0,20.0,,
Maple Grove HS,Maple Grove,Minn,high_auto,duplicate_resolution,,8.0,20.0,,
Maple Grove High School,Maple Grove,Minn,high_auto,duplicate_resolution,,3.0,20.0,,
Maple Grove Senior HS,Maple Grove Senior HS,Minn,high_auto,duplicate_resolution,,3.0,3.0,,
Maple Grove Senior,Maple Grove Senior HS,Minn,high_auto,duplicate_resolution,,1.0,3.0,,
Maple Grove Senior High School,Maple Grove Senior HS,Minn,high_auto,duplicate_resolution,,1.0,3.0,,
Maple Heights,Maple Heights,Ohio,high_auto,duplicate_resolution,,4.0,4.0,,
Maple Heights HS,Maple Heights,Ohio,high_auto,duplicate_resolution,,2.0,4.0,,
Maple Heights High School,Maple Heights,Ohio,high_auto,duplicate_resolution,,1.0,4.0,,
Maple Mountain,Maple Mountain,Utah,high_auto,duplicate_resolution,,5.0,5.0,,
Maple Mountain High School,Maple Mountain,Utah,high_auto,duplicate_resolution,,2.0,5.0,,
Maple Mountain H.S.,Maple Mountain,Utah,high_auto,duplicate_resolution,,1.0,5.0,,
Maple Mountain HS,Maple Mountain,Utah,high_auto,duplicate_resolution,,1.0,5.0,,
Maquoketa,Maquoketa,Iowa,high_auto,duplicate_resolution,,7.0,7.0,,
Maquoketa HS,Maquoketa,Iowa,high_auto,duplicate_resolution,,2.0,7.0,,
Maranatha Christian Academy,Maranatha Christian Academy,Minn,high_auto,duplicate_resolution,,8.0,8.0,,
Maranatha Christian Academy H.S.,Maranatha Christian Academy,Minn,high_auto,duplicate_resolution,,2.0,8.0,,
Marble Falls High School,Marble Falls High School,Texas,high_auto,duplicate_resolution,,4.0,4.0,,
Marble Falls HS,Marble Falls High School,Texas,high_auto,duplicate_resolution,,2.0,4.0,,
Marbury High School,Marbury High School,Ala,high_auto,duplicate_resolution,,2.0,2.0,,
Marbury HS,Marbury High School,Ala,high_auto,duplicate_resolution,,2.0,2.0,,
Marcus HS,Marcus HS,Texas,high_auto,duplicate_resolution,,6.0,6.0,,
Marcus H.S,Marcus HS,Texas,high_auto,duplicate_resolution,,1.0,6.0,,
Marcus High School,Marcus HS,Texas,high_auto,duplicate_resolution,,1.0,6.0,,
Maret,Maret,Maryland,high_auto,duplicate_resolution,,9.0,9.0,,
Maret HS,Maret,Maryland,high_auto,duplicate_resolution,,2.0,9.0,,
Maret High School,Maret,Maryland,high_auto,duplicate_resolution,,1.0,9.0,,
Margaretta HS,Margaretta HS,Ohio,high_auto,duplicate_resolution,,2.0,2.0,,
Margaretta,Margaretta HS,Ohio,high_auto,duplicate_resolution,,2.0,2.0,,
Marian,Marian,Neb,high_auto,duplicate_resolution,,6.0,6.0,,
Marian High School,Marian,Neb,high_auto,duplicate_resolution,,4.0,6.0,,
Marian Catholic,Marian Catholic,Ill,high_auto,duplicate_resolution,,19.0,19.0,,
Marian Catholic HS,Marian Catholic,Ill,high_auto,duplicate_resolution,,4.0,19.0,,
Marian Central Catholic,Marian Central Catholic,Ill,high_auto,duplicate_resolution,,13.0,13.0,,
Marian Central Catholic HS,Marian Central Catholic,Ill,high_auto,duplicate_resolution,,2.0,13.0,,
Marianapolis Prep School (Conn.),Marianapolis Prep School (Conn.),Mass,high_auto,duplicate_resolution,,2.0,2.0,,
Marianapolis Prep School,Marianapolis Prep School (Conn.),Mass,high_auto,duplicate_resolution,,1.0,2.0,,
Marion HS,Marion HS,Iowa,high_auto,duplicate_resolution,,26.0,26.0,,
Marion,Marion HS,Iowa,high_auto,duplicate_resolution,,20.0,26.0,,
Marion County HS,Marion County HS,Kentucky,high_auto,duplicate_resolution,,6.0,6.0,,
Marion County,Marion County HS,Kentucky,high_auto,duplicate_resolution,,3.0,6.0,,
Marion Harding,Marion Harding,Ohio,high_auto,duplicate_resolution,,3.0,3.0,,
Marion Harding (Univ. Ill. Springfield),Marion Harding,Ohio,high_auto,duplicate_resolution,,2.0,3.0,,
Marist High School,Marist High School,NJ.,high_auto,duplicate_resolution,,8.0,8.0,,
Marist HS,Marist High School,NJ.,high_auto,duplicate_resolution,,3.0,8.0,,
Marlborough,Marlborough,Calif,high_auto,duplicate_resolution,,11.0,11.0,,
Marlborough HS,Marlborough,Calif,high_auto,duplicate_resolution,,5.0,11.0,,
Marlington HS,Marlington HS,Ohio,high_auto,duplicate_resolution,,3.0,3.0,,
Marlington,Marlington HS,Ohio,high_auto,duplicate_resolution,,1.0,3.0,,
Marple Newtown,Marple Newtown,Pennsylvania,high_auto,duplicate_resolution,,3.0,3.0,,
Marple Newtown (NAPS),Marple Newtown,Pennsylvania,high_auto,duplicate_resolution,,1.0,3.0,,
Marquette HS,Marquette HS,Missouri,high_auto,duplicate_resolution,,6.0,6.0,,
Marquette H.S.,Marquette HS,Missouri,high_auto,duplicate_resolution,,1.0,6.0,,
Marquette High School,Marquette HS,Missouri,high_auto,duplicate_resolution,,1.0,6.0,,
Marquette Senior HS,Marquette Senior HS,Mich,high_auto,duplicate_resolution,,1.0,1.0,,
Marquette Senior,Marquette Senior HS,Mich,high_auto,duplicate_resolution,,1.0,1.0,,
Mars,Mars,Pennsylvania,high_auto,duplicate_resolution,,10.0,10.0,,
Mars High School,Mars,Pennsylvania,high_auto,duplicate_resolution,,3.0,10.0,,
Mars HS,Mars,Pennsylvania,high_auto,duplicate_resolution,,1.0,10.0,,
Mars Area,Mars Area,Pennsylvania,high_auto,duplicate_resolution,,7.0,7.0,,
Mars Area High School,Mars Area,Pennsylvania,high_auto,duplicate_resolution,,2.0,7.0,,
Marshall,Marshall,Minn,high_auto,duplicate_resolution,,30.0,30.0,,
Marshall HS,Marshall,Minn,high_auto,duplicate_resolution,,12.0,30.0,,
Martin Luther,Martin Luther,Wis,high_auto,duplicate_resolution,,23.0,23.0,,
Martin Luther HS,Martin Luther,Wis,high_auto,duplicate_resolution,,6.0,23.0,,
Martin Luther High School,Martin Luther,Wis,high_auto,duplicate_resolution,,1.0,23.0,,
Martins Mill,Martins Mill,Texas,high_auto,duplicate_resolution,,4.0,4.0,,
Martin's Mill HS,Martins Mill,Texas,high_auto,duplicate_resolution,,3.0,4.0,,
Martinsville HS,Martinsville HS,Indiana,high_auto,duplicate_resolution,,5.0,5.0,,
Martinsville High School,Martinsville HS,Indiana,high_auto,duplicate_resolution,,2.0,5.0,,
Maryknoll HS,Maryknoll HS,Hawaii,high_auto,duplicate_resolution,,5.0,5.0,,
Maryknoll,Maryknoll HS,Hawaii,high_auto,duplicate_resolution,,1.0,5.0,,
Mason,Mason,Ohio,high_auto,duplicate_resolution,,17.0,17.0,,
Mason HS,Mason,Ohio,high_auto,duplicate_resolution,,7.0,17.0,,
Mason City,Mason City,Iowa,high_auto,duplicate_resolution,,8.0,8.0,,
Mason City HS,Mason City,Iowa,high_auto,duplicate_resolution,,5.0,8.0,,
Massaponax,Massaponax HS,Virginia,high_auto,duplicate_resolution,,5.0,5.0,,
Massaponax HS,Massaponax HS,Virginia,high_auto,duplicate_resolution,,5.0,5.0,,
Massaponax High School,Massaponax HS,Virginia,high_auto,duplicate_resolution,,3.0,5.0,,
Massillon Washington High School,Massillon Washington High School,Ohio,high_auto,duplicate_resolution,,2.0,2.0,,
Massillon Washington,Massillon Washington High School,Ohio,high_auto,duplicate_resolution,,1.0,2.0,,
Mater Dei HS,Mater Dei HS,Calif,high_auto,duplicate_resolution,,36.0,36.0,,
Mater Dei,Mater Dei HS,Calif,high_auto,duplicate_resolution,,28.0,36.0,,
Mater Dei High School,Mater Dei HS,Calif,high_auto,duplicate_resolution,,4.0,36.0,,
Mater Dei Catholic HS,Mater Dei Catholic HS,Calif,high_auto,duplicate_resolution,,9.0,9.0,,
Mater Dei Catholic,Mater Dei Catholic HS,Calif,high_auto,duplicate_resolution,,6.0,9.0,,
Mauston,Mauston,Wis,high_auto,duplicate_resolution,,2.0,2.0,,
Mauston HS,Mauston,Wis,high_auto,duplicate_resolution,,1.0,2.0,,
Maynard Jackson HS,Maynard Jackson HS,Georgia,high_auto,duplicate_resolution,,4.0,4.0,,
Maynard Jackson,Maynard Jackson HS,Georgia,high_auto,duplicate_resolution,,3.0,4.0,,
Maynard Jackson H.S.,Maynard Jackson HS,Georgia,high_auto,duplicate_resolution,,1.0,4.0,,
Maynard Jackson High School,Maynard Jackson HS,Georgia,high_auto,duplicate_resolution,,1.0,4.0,,
Mayo HS,Mayo HS,Minn,high_auto,duplicate_resolution,,3.0,3.0,,
Mayo High School,Mayo HS,Minn,high_auto,duplicate_resolution,,2.0,3.0,,
McAdory HS,McAdory HS,Ala,high_auto,duplicate_resolution,,9.0,9.0,,
McAdory,McAdory HS,Ala,high_auto,duplicate_resolution,,3.0,9.0,,
McAlester HS,McAlester HS,Oklahoma,high_auto,duplicate_resolution,,4.0,4.0,,
McAlester High School,McAlester HS,Oklahoma,high_auto,duplicate_resolution,,2.0,4.0,,
McClatchy HS,McClatchy HS,Calif,high_auto,duplicate_resolution,,5.0,5.0,,
McClatchy High School,McClatchy HS,Calif,high_auto,duplicate_resolution,,2.0,5.0,,
McComb High School,McComb High School,Miss,high_auto,duplicate_resolution,,6.0,6.0,,
McComb HS,McComb High School,Miss,high_auto,duplicate_resolution,,4.0,6.0,,
McCutcheon,McCutcheon HS,Ind,high_auto,duplicate_resolution,,2.0,2.0,,
McCutcheon HS,McCutcheon HS,Ind,high_auto,duplicate_resolution,,2.0,2.0,,
McDonogh,McDonogh,Maryland,high_auto,duplicate_resolution,,17.0,17.0,,
McDonogh High School,McDonogh,Maryland,high_auto,duplicate_resolution,,2.0,17.0,,
MCDONOGH,McDonogh,Maryland,high_auto,duplicate_resolution,,1.0,17.0,,
McDonogh School,McDonogh School,Maryland,high_auto,duplicate_resolution,,13.0,13.0,,
MCDONOGH SCHOOL,McDonogh School,Maryland,high_auto,duplicate_resolution,,1.0,13.0,,
McEachern HS,McEachern HS,Georgia,high_auto,duplicate_resolution,,25.0,25.0,,
McEachern,McEachern HS,Georgia,high_auto,duplicate_resolution,,14.0,25.0,,
McEachern High School,McEachern HS,Georgia,high_auto,duplicate_resolution,,3.0,25.0,,
McEachern H.S.,McEachern HS,Georgia,high_auto,duplicate_resolution,,2.0,25.0,,
McFarland,McFarland,Wis,high_auto,duplicate_resolution,,18.0,18.0,,
McFarland HS,McFarland,Wis,high_auto,duplicate_resolution,,3.0,18.0,,
McGill-Toolen HS,McGill-Toolen HS,Ala,high_auto,duplicate_resolution,,4.0,4.0,,
McGill-Toolen High School,McGill-Toolen HS,Ala,high_auto,duplicate_resolution,,2.0,4.0,,
McHenry,McHenry,Ill,high_auto,duplicate_resolution,,18.0,18.0,,
McHenry HS,McHenry,Ill,high_auto,duplicate_resolution,,2.0,18.0,,
McKinley,McKinley,Louisiana,high_auto,duplicate_resolution,,6.0,6.0,,
McKinley HS,McKinley,Louisiana,high_auto,duplicate_resolution,,1.0,6.0,,
McKinney,McKinney,Texas,high_auto,duplicate_resolution,,13.0,13.0,,
McKinney HS,McKinney,Texas,high_auto,duplicate_resolution,,12.0,13.0,,
McKinney Boyd,McKinney Boyd,Ill,high_auto,duplicate_resolution,,3.0,3.0,,
McKinney Boyd HS,McKinney Boyd,Ill,high_auto,duplicate_resolution,,2.0,3.0,,
McKinney North HS,McKinney North HS,Texas,high_auto,duplicate_resolution,,11.0,11.0,,
McKinney North,McKinney North HS,Texas,high_auto,duplicate_resolution,,3.0,11.0,,
McLean,McLean,Virginia,high_auto,duplicate_resolution,,12.0,12.0,,
McLean HS,McLean,Virginia,high_auto,duplicate_resolution,,3.0,12.0,,
McLean High School,McLean,Virginia,high_auto,duplicate_resolution,,1.0,12.0,,
McNairy Central HS,McNairy Central HS,Tenn,high_auto,duplicate_resolution,,2.0,2.0,,
McNairy Central,McNairy Central HS,Tenn,high_auto,duplicate_resolution,,1.0,2.0,,
McNairy Central High School,McNairy Central HS,Tenn,high_auto,duplicate_resolution,,1.0,2.0,,
McPherson,McPherson,Kan,high_auto,duplicate_resolution,,10.0,10.0,,
McPherson HS,McPherson,Kan,high_auto,duplicate_resolution,,5.0,10.0,,
McPherson High School,McPherson,Kan,high_auto,duplicate_resolution,,5.0,10.0,,
Mead HS,Mead HS,Wash,high_auto,duplicate_resolution,,6.0,6.0,,
Mead H.S.,Mead HS,Wash,high_auto,duplicate_resolution,,2.0,6.0,,
Meade HS,Meade HS,Maryland,high_auto,duplicate_resolution,,6.0,6.0,,
Meade,Meade HS,Maryland,high_auto,duplicate_resolution,,2.0,6.0,,
Meade County,Meade County,Kentucky,high_auto,duplicate_resolution,,7.0,7.0,,
Meade County HS,Meade County,Kentucky,high_auto,duplicate_resolution,,2.0,7.0,,
Meade County High School,Meade County,Kentucky,high_auto,duplicate_resolution,,1.0,7.0,,
Meadowbrook,Meadowbrook,Virginia,high_auto,duplicate_resolution,,8.0,8.0,,
Meadowbrook HS,Meadowbrook,Virginia,high_auto,duplicate_resolution,,5.0,8.0,,
Medina,Medina,Ohio,high_auto,duplicate_resolution,,14.0,14.0,,
Medina HS,Medina,Ohio,high_auto,duplicate_resolution,,1.0,14.0,,
Medway,Medway,Mass,high_auto,duplicate_resolution,,9.0,9.0,,
Medway High School,Medway,Mass,high_auto,duplicate_resolution,,2.0,9.0,,
Melissa HS,Melissa HS,Texas,high_auto,duplicate_resolution,,4.0,4.0,,
Melissa,Melissa HS,Texas,high_auto,duplicate_resolution,,3.0,4.0,,
Melrose-Mindoro H.S.,Melrose-Mindoro H.S.,Wis,high_auto,duplicate_resolution,,6.0,6.0,,
Melrose-Mindoro,Melrose-Mindoro H.S.,Wis,high_auto,duplicate_resolution,,5.0,6.0,,
Melrose-Mindoro High School,Melrose-Mindoro H.S.,Wis,high_auto,duplicate_resolution,,2.0,6.0,,
Memorial,Memorial,Texas,high_auto,duplicate_resolution,,25.0,25.0,,
Memorial HS,Memorial,Texas,high_auto,duplicate_resolution,,10.0,25.0,,
Memorial High School,Memorial,Texas,high_auto,duplicate_resolution,,6.0,25.0,,
Memorial H.S.,Memorial,Texas,high_auto,duplicate_resolution,,5.0,25.0,,
Mena,Mena,Arkansas,high_auto,duplicate_resolution,,3.0,3.0,,
Mena HS,Mena,Arkansas,high_auto,duplicate_resolution,,1.0,3.0,,
Menahga H.S.,Menahga H.S.,Minn,high_auto,duplicate_resolution,,3.0,3.0,,
Menahga,Menahga H.S.,Minn,high_auto,duplicate_resolution,,1.0,3.0,,
Menchville,Menchville,Virginia,high_auto,duplicate_resolution,,12.0,12.0,,
Menchville HS,Menchville,Virginia,high_auto,duplicate_resolution,,7.0,12.0,,
Menchville High School,Menchville,Virginia,high_auto,duplicate_resolution,,1.0,12.0,,
Menifee County High School,Menifee County High School,Kentucky,high_auto,duplicate_resolution,,3.0,3.0,,
Menifee County H.S.,Menifee County High School,Kentucky,high_auto,duplicate_resolution,,2.0,3.0,,
Menominee,Menominee,Mich,high_auto,duplicate_resolution,,5.0,5.0,,
Menominee HS,Menominee,Mich,high_auto,duplicate_resolution,,4.0,5.0,,
Menomonie H.S.,Menomonie H.S.,Wis,high_auto,duplicate_resolution,,5.0,5.0,,
Menomonie HS,Menomonie H.S.,Wis,high_auto,duplicate_resolution,,4.0,5.0,,
Menomonie,Menomonie,Wisconsin,high_auto,duplicate_resolution,,7.0,7.0,,
Menomonie High School,Menomonie,Wisconsin,high_auto,duplicate_resolution,,1.0,7.0,,
Mercer County,Mercer County,Kentucky,high_auto,duplicate_resolution,,14.0,14.0,,
Mercer County HS,Mercer County,Kentucky,high_auto,duplicate_resolution,,8.0,14.0,,
Mercer Island HS,Mercer Island HS,Wash,high_auto,duplicate_resolution,,2.0,2.0,,
Mercer Island,Mercer Island HS,Wash,high_auto,duplicate_resolution,,1.0,2.0,,
Mercer Island High School,Mercer Island HS,Wash,high_auto,duplicate_resolution,,1.0,2.0,,
Mercy,Mercy,Conn,high_auto,duplicate_resolution,,38.0,38.0,,
Mercy HS,Mercy,Conn,high_auto,duplicate_resolution,,3.0,38.0,,
Mercy McAuley,Mercy McAuley,Ohio,high_auto,duplicate_resolution,,8.0,8.0,,
Mercy McAuley HS,Mercy McAuley,Ohio,high_auto,duplicate_resolution,,4.0,8.0,,
Meridian HS,Meridian HS,Miss,high_auto,duplicate_resolution,,17.0,17.0,,
Meridian High School,Meridian HS,Miss,high_auto,duplicate_resolution,,7.0,17.0,,
Merrillville HS,Merrillville HS,Ind,high_auto,duplicate_resolution,,4.0,4.0,,
Merrillville,Merrillville HS,Ind,high_auto,duplicate_resolution,,1.0,4.0,,
Mesa HS,Mesa High School,Ariz,high_auto,duplicate_resolution,,2.0,2.0,,
Mesa High School,Mesa High School,Ariz,high_auto,duplicate_resolution,,2.0,2.0,,
Mesa Ridge,Mesa Ridge,Colo,high_auto,duplicate_resolution,,4.0,4.0,,
Mesa Ridge HS,Mesa Ridge,Colo,high_auto,duplicate_resolution,,1.0,4.0,,
Messalonskee,Messalonskee,Maine,high_auto,duplicate_resolution,,12.0,12.0,,
Messalonskee High School,Messalonskee,Maine,high_auto,duplicate_resolution,,2.0,12.0,,
Methacton,Methacton,Pennsylvania,high_auto,duplicate_resolution,,9.0,9.0,,
Methacton (Christopher Newport),Methacton,Pennsylvania,high_auto,duplicate_resolution,,1.0,9.0,,
Metro Academic and Classical High School,Metro Academic and Classical High School,Missouri,high_auto,duplicate_resolution,,2.0,2.0,,
Metro Academic and Classical,Metro Academic and Classical High School,Missouri,high_auto,duplicate_resolution,,1.0,2.0,,
MFL MarMac HS,MFL MarMac HS,Iowa,high_auto,duplicate_resolution,,4.0,4.0,,
MFL Marmac,MFL MarMac HS,Iowa,high_auto,duplicate_resolution,,1.0,4.0,,
MFL Marmac HS,MFL MarMac HS,Iowa,high_auto,duplicate_resolution,,1.0,4.0,,
Miami Senior HS,Miami Senior HS,Fla,high_auto,duplicate_resolution,,7.0,7.0,,
Miami Senior,Miami Senior HS,Fla,high_auto,duplicate_resolution,,2.0,7.0,,
Miami Trace,Miami Trace,Ohio,high_auto,duplicate_resolution,,10.0,10.0,,
Miami Trace High School,Miami Trace,Ohio,high_auto,duplicate_resolution,,1.0,10.0,,
Miamisburg,Miamisburg,Ohio,high_auto,duplicate_resolution,,3.0,3.0,,
Miamisburg High School,Miamisburg,Ohio,high_auto,duplicate_resolution,,1.0,3.0,,
Midd-West,Midd-West,Pennsylvania,high_auto,duplicate_resolution,,7.0,7.0,,
Midd-West High School,Midd-West,Pennsylvania,high_auto,duplicate_resolution,,1.0,7.0,,
Middleburg,Middleburg,Fla,high_auto,duplicate_resolution,,6.0,6.0,,
Middleburg HS,Middleburg,Fla,high_auto,duplicate_resolution,,3.0,6.0,,
Middletown,Middletown,Maryland,high_auto,duplicate_resolution,,25.0,25.0,,
Middletown HS,Middletown,Maryland,high_auto,duplicate_resolution,,7.0,25.0,,
Midland,Midland,Mich,high_auto,duplicate_resolution,,6.0,6.0,,
Midland HS,Midland,Mich,high_auto,duplicate_resolution,,2.0,6.0,,
Midland High School,Midland,Mich,high_auto,duplicate_resolution,,1.0,6.0,,
Midland Legacy,Midland Legacy,Texas,high_auto,duplicate_resolution,,1.0,1.0,,
Midland Legacy H.S,Midland Legacy,Texas,high_auto,duplicate_resolution,,1.0,1.0,,
Midlothian HS,Midlothian HS,Texas,high_auto,duplicate_resolution,,13.0,13.0,,
Midlothian High School,Midlothian HS,Texas,high_auto,duplicate_resolution,,1.0,13.0,,
Midway HS,Midway HS,Texas,high_auto,duplicate_resolution,,15.0,15.0,,
Midway,Midway HS,Texas,high_auto,duplicate_resolution,,2.0,15.0,,
Midwest City HS,Midwest City HS,Okla,high_auto,duplicate_resolution,,6.0,6.0,,
Midwest City,Midwest City HS,Okla,high_auto,duplicate_resolution,,3.0,6.0,,
Midwood,Midwood,NY.,high_auto,duplicate_resolution,,9.0,9.0,,
Midwood HS,Midwood,NY.,high_auto,duplicate_resolution,,1.0,9.0,,
