high_school_original,high_school_standardized,state,confidence,source,nces_id,player_count,canonical_player_count,city,notes
Mifflin County,Mifflin County,Pennsylvania,high_auto,duplicate_resolution,,16.0,16.0,,
Mifflin County HS,Mifflin County,Pennsylvania,high_auto,duplicate_resolution,,4.0,16.0,,
Milaca,Milaca,Minn,high_auto,duplicate_resolution,,3.0,3.0,,
Milaca HS,Milaca,Minn,high_auto,duplicate_resolution,,2.0,3.0,,
Mill Creek,Mill Creek,Georgia,high_auto,duplicate_resolution,,8.0,8.0,,
Mill Creek HS,Mill Creek,Georgia,high_auto,duplicate_resolution,,3.0,8.0,,
Millard North,Millard North,Neb,high_auto,duplicate_resolution,,14.0,14.0,,
Millard North HS,Millard North,Neb,high_auto,duplicate_resolution,,6.0,14.0,,
Millard South HS,Millard South HS,Neb,high_auto,duplicate_resolution,,12.0,12.0,,
Millard South,Millard South HS,Neb,high_auto,duplicate_resolution,,9.0,12.0,,
Millard West HS,Millard West HS,Neb,high_auto,duplicate_resolution,,4.0,4.0,,
Millard West H.S.,Millard West HS,Neb,high_auto,duplicate_resolution,,2.0,4.0,,
Millard West,Millard West HS,Neb,high_auto,duplicate_resolution,,1.0,4.0,,
Millbrook,Millbrook,NC.,high_auto,duplicate_resolution,,43.0,43.0,,
Millbrook HS,Millbrook,NC.,high_auto,duplicate_resolution,,9.0,43.0,,
Millbrook High School,Millbrook,NC.,high_auto,duplicate_resolution,,6.0,43.0,,
Millennium,Millennium,Ariz,high_auto,duplicate_resolution,,17.0,17.0,,
Millennium HS,Millennium,Ariz,high_auto,duplicate_resolution,,15.0,17.0,,
Millennium High School,Millennium,Ariz,high_auto,duplicate_resolution,,2.0,17.0,,
Milton,Milton,Wis,high_auto,duplicate_resolution,,20.0,20.0,,
Milton HS,Milton,Wis,high_auto,duplicate_resolution,,2.0,20.0,,
Milwaukee Academy of Science,Milwaukee Academy of Science,Wis,high_auto,duplicate_resolution,,7.0,7.0,,
Milwaukee Academy of Science HS,Milwaukee Academy of Science,Wis,high_auto,duplicate_resolution,,3.0,7.0,,
Minford,Minford,Ohio,high_auto,duplicate_resolution,,3.0,3.0,,
Minford HS,Minford,Ohio,high_auto,duplicate_resolution,,1.0,3.0,,
Minico HS,Minico High School,Idaho,high_auto,duplicate_resolution,,2.0,2.0,,
Minico High School,Minico High School,Idaho,high_auto,duplicate_resolution,,2.0,2.0,,
Minico,Minico High School,Idaho,high_auto,duplicate_resolution,,1.0,2.0,,
Minnehaha Academy,Minnehaha Academy,Minn,high_auto,duplicate_resolution,,16.0,16.0,,
Minnehaha Academy HS,Minnehaha Academy,Minn,high_auto,duplicate_resolution,,1.0,16.0,,
Minnetonka HS,Minnetonka HS,Minn,high_auto,duplicate_resolution,,15.0,15.0,,
Minnetonka,Minnetonka HS,Minn,high_auto,duplicate_resolution,,14.0,15.0,,
Minnetonka High School,Minnetonka HS,Minn,high_auto,duplicate_resolution,,4.0,15.0,,
Minooka Community HS,Minooka Community HS,Ill,high_auto,duplicate_resolution,,2.0,2.0,,
Minooka Community,Minooka Community HS,Ill,high_auto,duplicate_resolution,,1.0,2.0,,
Minot HS,Minot HS,ND.,high_auto,duplicate_resolution,,6.0,6.0,,
Minot,Minot HS,ND.,high_auto,duplicate_resolution,,2.0,6.0,,
Mira Costa,Mira Costa,Calif,high_auto,duplicate_resolution,,3.0,3.0,,
Mira Costa HS,Mira Costa,Calif,high_auto,duplicate_resolution,,2.0,3.0,,
Miramonte,Miramonte,Calif,high_auto,duplicate_resolution,,15.0,15.0,,
Miramonte High School,Miramonte,Calif,high_auto,duplicate_resolution,,5.0,15.0,,
Miramonte HS,Miramonte HS,California,high_auto,duplicate_resolution,,8.0,8.0,,
Miramonte H.S.,Miramonte HS,California,high_auto,duplicate_resolution,,2.0,8.0,,
Mishawaka Marian,Mishawaka Marian,Ind,high_auto,duplicate_resolution,,4.0,4.0,,
Mishawaka Marian HS,Mishawaka Marian,Ind,high_auto,duplicate_resolution,,1.0,4.0,,
Miss Hall's School,Miss Hall's School,Vermont,high_auto,duplicate_resolution,,4.0,4.0,,
Miss Halls School,Miss Hall's School,Vermont,high_auto,duplicate_resolution,,1.0,4.0,,
Mission Bay,Mission Bay HS,Calif,high_auto,duplicate_resolution,,1.0,1.0,,
Mission Bay HS,Mission Bay HS,Calif,high_auto,duplicate_resolution,,1.0,1.0,,
Mission Hills HS,Mission Hills HS,Calif,high_auto,duplicate_resolution,,35.0,35.0,,
Mission Hills,Mission Hills HS,Calif,high_auto,duplicate_resolution,,3.0,35.0,,
Mission Hills (RIT),Mission Hills HS,Calif,high_auto,duplicate_resolution,,1.0,35.0,,
Mitchell,Mitchell,SD.,high_auto,duplicate_resolution,,5.0,5.0,,
Mitchell H.S.,Mitchell,SD.,high_auto,duplicate_resolution,,2.0,5.0,,
Moberly,Moberly HS,Missouri,high_auto,duplicate_resolution,,1.0,1.0,,
Moberly HS,Moberly HS,Missouri,high_auto,duplicate_resolution,,1.0,1.0,,
Model,Model,Georgia,high_auto,duplicate_resolution,,3.0,3.0,,
Model High School,Model,Georgia,high_auto,duplicate_resolution,,1.0,3.0,,
Moline,Moline,Ill,high_auto,duplicate_resolution,,10.0,10.0,,
Moline HS,Moline,Ill,high_auto,duplicate_resolution,,3.0,10.0,,
Mona Shores,Mona Shores,Mich,high_auto,duplicate_resolution,,6.0,6.0,,
Mona Shores H.S.,Mona Shores,Mich,high_auto,duplicate_resolution,,2.0,6.0,,
Monacan,Monacan,Virginia,high_auto,duplicate_resolution,,21.0,21.0,,
Monacan HS,Monacan,Virginia,high_auto,duplicate_resolution,,5.0,21.0,,
Monacan High School,Monacan,Virginia,high_auto,duplicate_resolution,,5.0,21.0,,
Monarch,Monarch,Colo,high_auto,duplicate_resolution,,10.0,10.0,,
Monarch H.S.,Monarch,Colo,high_auto,duplicate_resolution,,1.0,10.0,,
Monroe Woodbury,Monroe Woodbury,NY.,high_auto,duplicate_resolution,,3.0,3.0,,
Monroe Woodbury High School,Monroe Woodbury,NY.,high_auto,duplicate_resolution,,2.0,3.0,,
Monsignor McClancy,Monsignor McClancy High School,New York,high_auto,duplicate_resolution,,2.0,2.0,,
Monsignor McClancy High School,Monsignor McClancy High School,New York,high_auto,duplicate_resolution,,2.0,2.0,,
Monsignor Scanlan,Monsignor Scanlan,NY.,high_auto,duplicate_resolution,,21.0,21.0,,
Monsignor Scanlan HS,Monsignor Scanlan,NY.,high_auto,duplicate_resolution,,1.0,21.0,,
Montclair,Montclair,New Jersey,high_auto,duplicate_resolution,,4.0,4.0,,
Montclair High School,Montclair,New Jersey,high_auto,duplicate_resolution,,1.0,4.0,,
Monte Vista,Monte Vista,California,high_auto,duplicate_resolution,,5.0,5.0,,
Monte Vista High School,Monte Vista,California,high_auto,duplicate_resolution,,3.0,5.0,,
Monterey HS,Monterey HS,Texas,high_auto,duplicate_resolution,,8.0,8.0,,
Monterey,Monterey HS,Texas,high_auto,duplicate_resolution,,6.0,8.0,,
Monterey High School,Monterey HS,Texas,high_auto,duplicate_resolution,,1.0,8.0,,
Montezuma,Montezuma,Iowa,high_auto,duplicate_resolution,,8.0,8.0,,
Montezuma High School,Montezuma,Iowa,high_auto,duplicate_resolution,,2.0,8.0,,
Montgomery,Montgomery,NJ.,high_auto,duplicate_resolution,,11.0,11.0,,
Montgomery High School,Montgomery,NJ.,high_auto,duplicate_resolution,,4.0,11.0,,
Monticello HS,Monticello HS,Ark,high_auto,duplicate_resolution,,4.0,4.0,,
Monticello High School,Monticello HS,Ark,high_auto,duplicate_resolution,,1.0,4.0,,
Montini Catholic,Montini Catholic,Ill,high_auto,duplicate_resolution,,31.0,31.0,,
Montini Catholic HS,Montini Catholic,Ill,high_auto,duplicate_resolution,,2.0,31.0,,
Montini Catholic H.S.,Montini Catholic,Ill,high_auto,duplicate_resolution,,1.0,31.0,,
Montville Twp.,Montville Twp.,NJ.,high_auto,duplicate_resolution,,5.0,5.0,,
Montville Twp,Montville Twp.,NJ.,high_auto,duplicate_resolution,,1.0,5.0,,
Montwood HS,Montwood HS,Texas,high_auto,duplicate_resolution,,3.0,3.0,,
Montwood,Montwood HS,Texas,high_auto,duplicate_resolution,,2.0,3.0,,
Moon Area,Moon Area,Pennsylvania,high_auto,duplicate_resolution,,9.0,9.0,,
Moon Area High School,Moon Area,Pennsylvania,high_auto,duplicate_resolution,,1.0,9.0,,
Moore HS,Moore HS,Okla,high_auto,duplicate_resolution,,12.0,12.0,,
Moore H.S.,Moore HS,Okla,high_auto,duplicate_resolution,,2.0,12.0,,
Moorhead,Moorhead,Minn,high_auto,duplicate_resolution,,5.0,5.0,,
Moorhead HS,Moorhead,Minn,high_auto,duplicate_resolution,,1.0,5.0,,
Morgan Park,Morgan Park,Ill,high_auto,duplicate_resolution,,8.0,8.0,,
Morgan Park High School,Morgan Park,Ill,high_auto,duplicate_resolution,,2.0,8.0,,
Morgan Twp.,Morgan Twp,Ind,high_auto,duplicate_resolution,,2.0,2.0,,
Morgan Twp,Morgan Twp,Ind,high_auto,duplicate_resolution,,2.0,2.0,,
Morgantown,Morgantown,WVa.,high_auto,duplicate_resolution,,10.0,10.0,,
Morgantown HS,Morgantown,WVa.,high_auto,duplicate_resolution,,1.0,10.0,,
Morris Catholic,Morris Catholic,NJ.,high_auto,duplicate_resolution,,13.0,13.0,,
Morris Catholic H.S.,Morris Catholic,NJ.,high_auto,duplicate_resolution,,2.0,13.0,,
Morris Catholic HS,Morris Catholic,NJ.,high_auto,duplicate_resolution,,1.0,13.0,,
Morris Hills,Morris Hills,NJ.,high_auto,duplicate_resolution,,4.0,4.0,,
Morris Hills HS,Morris Hills,NJ.,high_auto,duplicate_resolution,,3.0,4.0,,
Morristown East H.S.,Morristown East H.S.,Tenn,high_auto,duplicate_resolution,,4.0,4.0,,
Morristown East,Morristown East H.S.,Tenn,high_auto,duplicate_resolution,,2.0,4.0,,
Morrisville,Morrisville,Pennsylvania,high_auto,duplicate_resolution,,4.0,4.0,,
Morrisville HS,Morrisville,Pennsylvania,high_auto,duplicate_resolution,,2.0,4.0,,
Morrisville High School,Morrisville,Pennsylvania,high_auto,duplicate_resolution,,2.0,4.0,,
Morrow,Morrow,Georgia,high_auto,duplicate_resolution,,3.0,3.0,,
Morrow HS,Morrow,Georgia,high_auto,duplicate_resolution,,1.0,3.0,,
Morton,Morton,Ill,high_auto,duplicate_resolution,,8.0,8.0,,
Morton HS,Morton,Ill,high_auto,duplicate_resolution,,5.0,8.0,,
Moses Lake,Moses Lake,Washington,high_auto,duplicate_resolution,,4.0,4.0,,
Moses Lake High School,Moses Lake,Washington,high_auto,duplicate_resolution,,1.0,4.0,,
Mother McAuley,Mother McAuley,Ill,high_auto,duplicate_resolution,,20.0,20.0,,
Mother McAuley HS,Mother McAuley,Ill,high_auto,duplicate_resolution,,3.0,20.0,,
Mother McAuley H.S.,Mother McAuley,Ill,high_auto,duplicate_resolution,,1.0,20.0,,
Mounds View HS,Mounds View HS,Minn,high_auto,duplicate_resolution,,10.0,10.0,,
Mounds View,Mounds View HS,Minn,high_auto,duplicate_resolution,,9.0,10.0,,
Mount Airy HS,Mount Airy HS,NC.,high_auto,duplicate_resolution,,2.0,2.0,,
Mount Airy,Mount Airy HS,NC.,high_auto,duplicate_resolution,,1.0,2.0,,
Mount Lebanon,Mount Lebanon,Pennsylvania,high_auto,duplicate_resolution,,4.0,4.0,,
Mount Lebanon HS,Mount Lebanon,Pennsylvania,high_auto,duplicate_resolution,,3.0,4.0,,
Mount Lebanon High School,Mount Lebanon,Pennsylvania,high_auto,duplicate_resolution,,1.0,4.0,,
Mount Miguel HS,Mount Miguel HS,Calif,high_auto,duplicate_resolution,,6.0,6.0,,
Mount Miguel,Mount Miguel HS,Calif,high_auto,duplicate_resolution,,2.0,6.0,,
Mount Notre Dame,Mount Notre Dame,Ohio,high_auto,duplicate_resolution,,35.0,35.0,,
Mount Notre Dame High School,Mount Notre Dame,Ohio,high_auto,duplicate_resolution,,6.0,35.0,,
Mount. Pulaski,Mount. Pulaski,Ill,high_auto,duplicate_resolution,,3.0,3.0,,
Mount Pulaski,Mount. Pulaski,Ill,high_auto,duplicate_resolution,,2.0,3.0,,
Mount Saint Dominic Academy,Mount Saint Dominic Academy,NJ.,high_auto,duplicate_resolution,,6.0,6.0,,
Mount St. Dominic Academy,Mount Saint Dominic Academy,NJ.,high_auto,duplicate_resolution,,4.0,6.0,,
Mount Saint Joseph Academy,Mount Saint Joseph Academy,Pennsylvania,high_auto,duplicate_resolution,,2.0,2.0,,
Mount St. Joseph Academy,Mount Saint Joseph Academy,Pennsylvania,high_auto,duplicate_resolution,,1.0,2.0,,
Mount St. Mary HS,Mount St. Mary High School,Oklahoma,high_auto,duplicate_resolution,,1.0,1.0,,
Mount St. Mary High School,Mount St. Mary High School,Oklahoma,high_auto,duplicate_resolution,,1.0,1.0,,
Mount Si HS,Mount Si HS,Wash,high_auto,duplicate_resolution,,4.0,4.0,,
Mount Si High School,Mount Si HS,Wash,high_auto,duplicate_resolution,,3.0,4.0,,
Mount Zion High School,Mount Zion High School,Georgia,high_auto,duplicate_resolution,,5.0,5.0,,
Mount Zion,Mount Zion High School,Georgia,high_auto,duplicate_resolution,,3.0,5.0,,
Mount Zion HS,Mount Zion High School,Georgia,high_auto,duplicate_resolution,,1.0,5.0,,
Mountain Home High School,Mountain Home High School,Ark,high_auto,duplicate_resolution,,4.0,4.0,,
Mountain Home,Mountain Home High School,Ark,high_auto,duplicate_resolution,,3.0,4.0,,
Mountain Home HS,Mountain Home High School,Ark,high_auto,duplicate_resolution,,2.0,4.0,,
Mountain Iron-Buhl,Mountain Iron-Buhl,Minn,high_auto,duplicate_resolution,,4.0,4.0,,
Mountain Iron-Buhl H.S.,Mountain Iron-Buhl,Minn,high_auto,duplicate_resolution,,2.0,4.0,,
Mountain Pointe HS,Mountain Pointe HS,Ariz,high_auto,duplicate_resolution,,6.0,6.0,,
Mountain Pointe,Mountain Pointe HS,Ariz,high_auto,duplicate_resolution,,3.0,6.0,,
Mountain Pointe High School,Mountain Pointe HS,Ariz,high_auto,duplicate_resolution,,1.0,6.0,,
Mountainside,Mountainside,Ore,high_auto,duplicate_resolution,,6.0,6.0,,
Mountainside HS,Mountainside,Ore,high_auto,duplicate_resolution,,2.0,6.0,,
Mt. Blue,Mt. Blue,Maine,high_auto,duplicate_resolution,,3.0,3.0,,
Mt. Blue High School,Mt. Blue,Maine,high_auto,duplicate_resolution,,2.0,3.0,,
Mt. Eden HS,Mt. Eden HS,California,high_auto,duplicate_resolution,,3.0,3.0,,
Mt. Eden,Mt. Eden HS,California,high_auto,duplicate_resolution,,1.0,3.0,,
Mt. Lebanon,Mt. Lebanon,Pennsylvania,high_auto,duplicate_resolution,,5.0,5.0,,
Mt. Lebanon H.S.,Mt. Lebanon,Pennsylvania,high_auto,duplicate_resolution,,2.0,5.0,,
Muldrow HS,Muldrow HS,Oklahoma,high_auto,duplicate_resolution,,6.0,6.0,,
Muldrow H.S.,Muldrow HS,Oklahoma,high_auto,duplicate_resolution,,5.0,6.0,,
Mullen,Mullen,Colo,high_auto,duplicate_resolution,,23.0,23.0,,
Mullen HS,Mullen,Colo,high_auto,duplicate_resolution,,15.0,23.0,,
Mumford,Mumford,Mich,high_auto,duplicate_resolution,,2.0,2.0,,
Mumford (Pensacola State / Cleveland State),Mumford,Mich,high_auto,duplicate_resolution,,1.0,2.0,,
Mundy's Mill,Mundy's Mill,Georgia,high_auto,duplicate_resolution,,4.0,4.0,,
Mundy's Mill HS,Mundy's Mill,Georgia,high_auto,duplicate_resolution,,1.0,4.0,,
Munford,Munford HS,Tenn,high_auto,duplicate_resolution,,2.0,2.0,,
Munford HS,Munford HS,Tenn,high_auto,duplicate_resolution,,2.0,2.0,,
Murphy,Murphy,NC.,high_auto,duplicate_resolution,,6.0,6.0,,
Murphy HS,Murphy,NC.,high_auto,duplicate_resolution,,2.0,6.0,,
Murrieta Valley,Murrieta Valley,Calif,high_auto,duplicate_resolution,,4.0,4.0,,
Murrieta Valley HS,Murrieta Valley,Calif,high_auto,duplicate_resolution,,3.0,4.0,,
Muscatine,Muscatine,Iowa,high_auto,duplicate_resolution,,12.0,12.0,,
Muscatine HS,Muscatine,Iowa,high_auto,duplicate_resolution,,2.0,12.0,,
Muscle Shoals HS,Muscle Shoals HS,Ala,high_auto,duplicate_resolution,,5.0,5.0,,
Muscle Shoals H.S.,Muscle Shoals HS,Ala,high_auto,duplicate_resolution,,4.0,5.0,,
Muskego,Muskego,Wis,high_auto,duplicate_resolution,,7.0,7.0,,
Muskego HS,Muskego,Wis,high_auto,duplicate_resolution,,1.0,7.0,,
Muskegon,Muskegon,Mich,high_auto,duplicate_resolution,,10.0,10.0,,
Muskegon HS,Muskegon,Mich,high_auto,duplicate_resolution,,2.0,10.0,,
Mustang,Mustang,Okla,high_auto,duplicate_resolution,,14.0,14.0,,
Mustang HS,Mustang,Okla,high_auto,duplicate_resolution,,8.0,14.0,,
Mustang High School,Mustang,Okla,high_auto,duplicate_resolution,,1.0,14.0,,
Myrtle Beach HS,Myrtle Beach HS,DC.,high_auto,duplicate_resolution,,5.0,5.0,,
Myrtle Beach,Myrtle Beach HS,DC.,high_auto,duplicate_resolution,,4.0,5.0,,
Naperville Central,Naperville Central,Ill,high_auto,duplicate_resolution,,6.0,6.0,,
Naperville Central HS,Naperville Central,Ill,high_auto,duplicate_resolution,,2.0,6.0,,
Naperville North,Naperville North,Ill,high_auto,duplicate_resolution,,17.0,17.0,,
Naperville North HS,Naperville North,Ill,high_auto,duplicate_resolution,,2.0,17.0,,
Nashoba,Nashoba HS,Mass,high_auto,duplicate_resolution,,1.0,1.0,,
Nashoba HS,Nashoba HS,Mass,high_auto,duplicate_resolution,,1.0,1.0,,
Natchitoches Central HS,Natchitoches Central HS,Louisiana,high_auto,duplicate_resolution,,6.0,6.0,,
Natchitoches Central,Natchitoches Central HS,Louisiana,high_auto,duplicate_resolution,,2.0,6.0,,
Natick,Natick,Mass,high_auto,duplicate_resolution,,15.0,15.0,,
Natick HS,Natick,Mass,high_auto,duplicate_resolution,,1.0,15.0,,
National Christian Academy,National Christian Academy,Maryland,high_auto,duplicate_resolution,,38.0,38.0,,
National Christian Academy (Lafayette),National Christian Academy,Maryland,high_auto,duplicate_resolution,,1.0,38.0,,
Natrona County HS,Natrona County HS,Wyo,high_auto,duplicate_resolution,,5.0,5.0,,
Natrona County,Natrona County HS,Wyo,high_auto,duplicate_resolution,,3.0,5.0,,
Navarre HS,Navarre HS,Fla,high_auto,duplicate_resolution,,5.0,5.0,,
Navarre,Navarre HS,Fla,high_auto,duplicate_resolution,,2.0,5.0,,
Nazareth Regional,Nazareth Regional,NY.,high_auto,duplicate_resolution,,8.0,8.0,,
Nazareth Regional High School,Nazareth Regional,NY.,high_auto,duplicate_resolution,,1.0,8.0,,
"Nease (Ponte Verde, Fla.)","Nease (Ponte Verde, Fla.)",Conn,high_auto,duplicate_resolution,,3.0,3.0,,
Nease (Ponte Verde Fla.),"Nease (Ponte Verde, Fla.)",Conn,high_auto,duplicate_resolution,,1.0,3.0,,
Nease HS,Nease HS,Fla,high_auto,duplicate_resolution,,10.0,10.0,,
Nease,Nease HS,Fla,high_auto,duplicate_resolution,,9.0,10.0,,
Nease High School,Nease HS,Fla,high_auto,duplicate_resolution,,2.0,10.0,,
Needles HS,Needles HS,California,high_auto,duplicate_resolution,,3.0,3.0,,
Needles,Needles HS,California,high_auto,duplicate_resolution,,2.0,3.0,,
Neelyville HS,Neelyville HS,Missouri,high_auto,duplicate_resolution,,3.0,3.0,,
Neelyville,Neelyville HS,Missouri,high_auto,duplicate_resolution,,1.0,3.0,,
Neenah,Neenah,Wis,high_auto,duplicate_resolution,,12.0,12.0,,
Neenah HS,Neenah,Wis,high_auto,duplicate_resolution,,2.0,12.0,,
Neenah High School,Neenah,Wis,high_auto,duplicate_resolution,,1.0,12.0,,
Negaunee,Negaunee,Mich,high_auto,duplicate_resolution,,9.0,9.0,,
Negaunee HS,Negaunee,Mich,high_auto,duplicate_resolution,,3.0,9.0,,
Negreet High School,Negreet High School,Louisiana,high_auto,duplicate_resolution,,3.0,3.0,,
Negreet HS,Negreet High School,Louisiana,high_auto,duplicate_resolution,,1.0,3.0,,
Neillsville HS,Neillsville HS,Wis,high_auto,duplicate_resolution,,3.0,3.0,,
Neillsville,Neillsville HS,Wis,high_auto,duplicate_resolution,,1.0,3.0,,
Nelsonville-York,Nelsonville-York,Ohio,high_auto,duplicate_resolution,,4.0,4.0,,
Nelsonville-York (Youngstown State),Nelsonville-York,Ohio,high_auto,duplicate_resolution,,1.0,4.0,,
Neosho High School,Neosho High School,Missouri,high_auto,duplicate_resolution,,2.0,2.0,,
Neosho,Neosho High School,Missouri,high_auto,duplicate_resolution,,2.0,2.0,,
Neosho HS,Neosho High School,Missouri,high_auto,duplicate_resolution,,2.0,2.0,,
Neptune,Neptune,New Jersey,high_auto,duplicate_resolution,,8.0,8.0,,
Neptune High School,Neptune,New Jersey,high_auto,duplicate_resolution,,5.0,8.0,,
Neshoba Central HS,Neshoba Central HS,Miss,high_auto,duplicate_resolution,,5.0,5.0,,
Neshoba Central,Neshoba Central HS,Miss,high_auto,duplicate_resolution,,2.0,5.0,,
Neshoba Central High School,Neshoba Central HS,Miss,high_auto,duplicate_resolution,,1.0,5.0,,
Nettleton HS,Nettleton HS,Ark,high_auto,duplicate_resolution,,18.0,18.0,,
Nettleton,Nettleton HS,Ark,high_auto,duplicate_resolution,,2.0,18.0,,
Nettleton High School,Nettleton HS,Ark,high_auto,duplicate_resolution,,1.0,18.0,,
Neumann Goretti,Neumann Goretti,Pennsylvania,high_auto,duplicate_resolution,,11.0,11.0,,
Neumann Goretti HS,Neumann Goretti,Pennsylvania,high_auto,duplicate_resolution,,2.0,11.0,,
Neumann-Goretti Catholic H.S.,Neumann-Goretti Catholic High School,Pennsylvania,high_auto,duplicate_resolution,,1.0,1.0,,
Neumann-Goretti Catholic High School,Neumann-Goretti Catholic High School,Pennsylvania,high_auto,duplicate_resolution,,1.0,1.0,,
Neuqua Valley,Neuqua Valley,Illinois,high_auto,duplicate_resolution,,11.0,11.0,,
Neuqua Valley High School,Neuqua Valley,Illinois,high_auto,duplicate_resolution,,2.0,11.0,,
Nevada,Nevada HS,Iowa,high_auto,duplicate_resolution,,2.0,2.0,,
Nevada HS,Nevada HS,Iowa,high_auto,duplicate_resolution,,2.0,2.0,,
New Albany,New Albany,Ohio,high_auto,duplicate_resolution,,18.0,18.0,,
New Albany HS,New Albany,Ohio,high_auto,duplicate_resolution,,1.0,18.0,,
New Braunfels,New Braunfels,Texas,high_auto,duplicate_resolution,,7.0,7.0,,
New Braunfels HS,New Braunfels,Texas,high_auto,duplicate_resolution,,6.0,7.0,,
New Braunfels High School,New Braunfels,Texas,high_auto,duplicate_resolution,,3.0,7.0,,
New Caney High School,New Caney High School,Texas,high_auto,duplicate_resolution,,3.0,3.0,,
New Caney,New Caney High School,Texas,high_auto,duplicate_resolution,,1.0,3.0,,
New Hartford,New Hartford,NY.,high_auto,duplicate_resolution,,8.0,8.0,,
New Hartford H.S.,New Hartford,NY.,high_auto,duplicate_resolution,,1.0,8.0,,
New Hyde Park Memorial,New Hyde Park Memorial HS,New York,high_auto,duplicate_resolution,,1.0,1.0,,
New Hyde Park Memorial HS,New Hyde Park Memorial HS,New York,high_auto,duplicate_resolution,,1.0,1.0,,
New Knoxville,New Knoxville,Ohio,high_auto,duplicate_resolution,,4.0,4.0,,
New Knoxville HS,New Knoxville,Ohio,high_auto,duplicate_resolution,,3.0,4.0,,
New Lexington,New Lexington,Ohio,high_auto,duplicate_resolution,,3.0,3.0,,
